politician,BioGuideID,disclosure_date,TransactionDate,ticker,action,Range,chamber,amount,party,last_modified,TickerType,Description,ExcessReturn,PriceChange,SPYChange
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SNDK,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.46362382429722,3.43651231625947,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,IT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-5.79152423328463,-5.81863574132239,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AMD,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-17.6755278797492,-17.702639387787,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NVDA,SELL,"$15,001 - $50,000",Representatives,15001.0,R,2025-11-24,ST,,-13.5389905216921,-13.5661020297299,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CHRD,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.34633549392841,7.31922398589065,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,OSK,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.48919277983596,7.4620812717982,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ECL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.83522383253076,2.808112324493,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MGY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.49639022575814,1.46927871772038,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SRE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.7253357401676,-3.75244724820535,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BWXT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-18.0338406945745,-18.0609522026122,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SR,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.54927738085113,-3.57638888888889,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ASML,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.06821683926893,2.04110533123117,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HPE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.2251407442145,-2.25225225225226,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,XOM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.92707653077297,3.89996502273522,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,UNM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.06661028221374,5.03949877417598,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,KVUE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,20.6255805407448,20.598469032707,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AXP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.07872906133246,6.0516175532947,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ORCL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-27.6336782562515,-27.6607897642893,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ABBV,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.44868553115278,2.42157402311503,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SAIC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.93139066714566,6.9042791591079,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,EHC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-5.98957711734651,-6.01668862538427,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BHP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.56698880865126,4.5398773006135,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SLB,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,9.42810984414425,9.40099833610649,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ORLY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-0.322316700348517,-0.349428208386275,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,UE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.2632009516155,2.23608944357774,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,APPF,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-9.01270297924754,-9.0398144872853,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,JNJ,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,12.0512550988674,12.0241435908297,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SFM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.761660646842232,0.734549138804474,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HUM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.47409270491023,-3.50120421294799,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BSX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-8.05469945304246,-8.08181096108022,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CVS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.65219148244594,1.62507997440818,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SGI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,18.1894508072563,18.1623392992185,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,WMT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,15.3661113103702,15.3389998023325,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ETN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-12.9669130228355,-12.9940245308733,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,GS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,12.5168184895547,12.4897069815169,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BABA,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-8.62746808475694,-8.6545795927947,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AAPL,SELL,"$15,001 - $50,000",Representatives,15001.0,R,2025-11-24,ST,,2.95273195409315,2.92562044605539,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DAL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,21.6897117171699,21.6626002091321,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ILMN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,9.19823017405686,9.1711186660191,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,FIVE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,16.6482089837165,16.6210974756788,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HWM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.68252675367624,-3.709638261714,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ALEX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,31.0853456971423,31.0582341891046,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,UBER,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-11.7759973002524,-11.8031088082902,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,WRB,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.79038218414055,-2.81749369217831,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,KRG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.44716570857976,5.420054200542,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,JPM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.40561497936714,2.37850347132938,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AVGO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.59713435945135,-2.62424586748911,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,WSFS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.7393403427469,10.7122288347092,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AKAM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,14.3813059154945,14.3541944074567,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SF,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,9.67838230091119,9.65127079287343,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PII,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.94692996492128,2.91981845688352,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ING,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,9.29305615304377,9.26594464500601,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,EXC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-5.50194313203162,-5.52905464006938,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TMO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.888952569741346,0.861841061703588,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,COHR,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,35.1741257547792,35.1470142467414,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TCOM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.239425733090825,0.212314225053066,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MSFT,SELL,"$15,001 - $50,000",Representatives,15001.0,R,2025-11-24,ST,,-7.55868250907276,-7.58579401711052,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NTRS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.68235360021155,7.6552420921738,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-30,GS,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,12.1165401614058,12.3772400526476,0.260699891241762
Lisa Mcclain,M001136,2025-11-21,2025-10-30,SF,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.0050723767382,10.26577226798,0.260699891241762
Lisa Mcclain,M001136,2025-11-21,2025-10-30,CEG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-8.23497305585168,-7.97427316460991,0.260699891241762
Lisa Mcclain,M001136,2025-11-21,2025-10-30,SR,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-5.02750373211968,-4.76680384087792,0.260699891241762
Cleo Fields,F000110,2025-11-19,2025-11-13,AAPL,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-20,ST,,0.51582214185378,1.9527385968126,1.43691645495882
Cleo Fields,F000110,2025-11-19,2025-11-03,NFLX,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-11-20,ST,,-13.2478819005023,-13.4707160323246,-0.222834131822302
Cleo Fields,F000110,2025-11-19,2025-11-03,CLS,BUY,"$15,001 - $50,000",Representatives,15001.0,D,2025-11-20,ST,,-11.9573326255772,-12.1801667573995,-0.222834131822302
Cleo Fields,F000110,2025-11-19,2025-11-03,NFLX,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-11-20,ST,,-13.2478819005023,-13.4707160323246,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-12,V,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,2.85594575199939,2.64105288007554,-0.214892871923852
David J. Taylor,T000490,2025-11-18,2025-11-11,HD,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,-3.73293893184425,-3.89856776400172,-0.165628832157469
David J. Taylor,T000490,2025-11-18,2025-11-11,RPM,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,-0.0577100846487797,-0.223338916806249,-0.165628832157469
David J. Taylor,T000490,2025-11-18,2025-11-03,PGR,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,15.5149303517536,15.2920962199313,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,AEP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,-4.6053846807194,-4.8282188125417,-0.222834131822302
Gilbert Cisneros,C001123,2025-11-18,2025-11-03,CVLT,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-19,ST,,-13.1560929893574,-13.3789271211797,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,IBP,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,13.7094433200434,13.4866091882211,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,PGR,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,15.5149303517536,15.2920962199313,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,GOOGL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,9.23524072987672,9.01240659805442,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,IBP,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,13.7094433200434,13.4866091882211,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,GOOGL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,9.23524072987672,9.01240659805442,-0.222834131822302
Gilbert Cisneros,C001123,2025-11-18,2025-11-03,DSGX,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-19,ST,,3.03949607571576,2.81666194389345,-0.222834131822302
David J. Taylor,T000490,2025-11-18,2025-11-03,AEP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-19,ST,,-4.6053846807194,-4.8282188125417,-0.222834131822302
Tommy Tuberville,T000278,2025-11-15,2025-10-07,GOOGL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,23.9534790938584,25.8504231770833,1.89694408322496
Tommy Tuberville,T000278,2025-11-15,2025-10-07,MSFT,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,-10.5709392738811,-8.67399519065614,1.89694408322496
Tommy Tuberville,T000278,2025-11-15,2025-10-07,AAPL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,6.60274400161594,8.4996880848409,1.89694408322496
Tommy Tuberville,T000278,2025-11-15,2025-10-07,ORCL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,-35.0625787581476,-33.1656346749226,1.89694408322496
Tommy Tuberville,T000278,2025-11-15,2025-10-07,OC,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,-14.9273834294538,-13.0304393462288,1.89694408322496
Tommy Tuberville,T000278,2025-11-15,2025-10-07,PEP,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,5.10639422205241,7.00333830527737,1.89694408322496
John Boozman,B001236,2025-11-15,2025-11-03,TPYP,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,3.49616940370367,3.27333527188137,-0.222834131822302
John Boozman,B001236,2025-11-15,2025-10-31,OMC,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,6.99858578156482,6.97147427352706,-0.0271115080377582
John Boozman,B001236,2025-11-15,2025-10-03,SLV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,27.0258664472615,28.90625,1.88038355273851
John Boozman,B001236,2025-11-15,2025-10-03,LITP,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,18.9359594566684,20.8163430094069,1.88038355273851
John Boozman,B001236,2025-11-15,2025-10-03,EMLP,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,-2.89945854620598,-1.01907499346747,1.88038355273851
John Boozman,B001236,2025-11-15,2025-10-03,URNM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,-6.85525792459782,-4.97487437185931,1.88038355273851
John Boozman,B001236,2025-11-15,2025-10-02,IQV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,6.8810344178224,8.76969756288538,1.88866314506298
John Boozman,B001236,2025-11-15,2025-10-31,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,-0.608347734655232,-0.635459242692991,-0.0271115080377582
John Boozman,B001236,2025-11-15,2025-10-09,COST,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,-7.77905648737633,-6.19584469026079,1.58321179711554
John Boozman,B001236,2025-11-15,2025-10-03,FTGC,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-11-15,Stock,,1.61315051404396,3.49353406678247,1.88038355273851
John Boozman,B001236,2025-11-15,2025-10-03,EIPI,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-11-15,Stock,,-1.93081219620799,-0.0504286434694806,1.88038355273851
Julie Johnson,J000310,2025-11-14,2025-10-31,GOOG,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-17,ST,,10.2109167738102,10.1838052657725,-0.0271115080377582
Julie Johnson,J000310,2025-11-14,2025-10-31,PH,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-17,ST,,14.5244783286839,14.4973668206462,-0.0271115080377582
Cleo Fields,F000110,2025-11-12,2025-10-31,CLS,BUY,"$15,001 - $50,000",Representatives,15001.0,D,2025-11-13,ST,,-10.9982020079864,-11.0253135160242,-0.0271115080377582
Tim Moore,M001236,2025-11-12,2025-10-31,VZ,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-11-12,ST,,2.92092127150026,2.8938097634625,-0.0271115080377582
Cleo Fields,F000110,2025-11-12,2025-10-31,NFLX,BUY,"$100,001 - $250,000",Representatives,100001.0,D,2025-11-13,ST,,-14.8952201509723,-14.9223316590101,-0.0271115080377582
Shelley Moore Capito,C001047,2025-11-04,2025-10-29,IBM,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-04,Stock,,1.1380487941034,0.334187729145722,-0.803861064957677
Shelley Moore Capito,C001047,2025-11-04,2025-10-29,MSFT,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-04,Stock,,-10.8331068973727,-11.6369679623303,-0.803861064957677
Shelley Moore Capito,C001047,2025-11-04,2025-10-24,LLY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,23.784848989163,24.4787691562178,0.693920167054863
Shelley Moore Capito,C001047,2025-11-04,2025-10-22,MSFT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,-10.1715451433711,-8.0704652860491,2.10107985732202
Shelley Moore Capito,C001047,2025-11-04,2025-10-21,PAYX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,-11.064236980719,-9.47937901834719,1.58485796237177
Shelley Moore Capito,C001047,2025-11-04,2025-10-21,LOW,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,-0.761275787625582,0.823582174746191,1.58485796237177
Shelley Moore Capito,C001047,2025-11-04,2025-10-20,LOW,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,0.500378219491157,2.0720683534899,1.57169013399874
Shelley Moore Capito,C001047,2025-11-04,2025-10-17,CVX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,-4.65624968607995,-2.01855239090672,2.63769729517323
Shelley Moore Capito,C001047,2025-11-04,2025-10-17,COST,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-11-04,Stock,,-8.17634285816918,-5.53864556299595,2.63769729517323
April Mcclain Delaney,M001232,2025-11-04,2025-10-31,BRO,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-05,ST,,2.3847739108469,2.35766240280914,-0.0271115080377582
April Mcclain Delaney,M001232,2025-11-04,2025-10-31,TSCO,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-05,ST,,-3.92779516355714,-3.9549066715949,-0.0271115080377582
April Mcclain Delaney,M001232,2025-11-04,2025-10-31,TDY,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-05,ST,,-1.60532461815335,-1.63243612619111,-0.0271115080377582
April Mcclain Delaney,M001232,2025-11-04,2025-10-31,FBIN,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-05,ST,,2.82238709858894,2.79527559055118,-0.0271115080377582
April Mcclain Delaney,M001232,2025-11-04,2025-10-31,LH,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-11-05,ST,,4.05136729635088,4.02425578831312,-0.0271115080377582
Sheldon Whitehouse,W000802,2025-11-03,2025-10-27,PGR,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-11-03,Stock,,8.92750086660701,8.43067546978161,-0.496825396825396
Sheldon Whitehouse,W000802,2025-11-03,2025-10-20,NVDA,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-11-03,Stock,,-5.74383205252698,-4.17214191852824,1.57169013399874
John Boozman,B001236,2025-10-10,2025-09-17,MU,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,47.2933864038927,50.7219201200075,3.42853371611476
John Boozman,B001236,2025-10-10,2025-09-16,MBB,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-4.08254790346755,-0.773330546556584,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,AGZ,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-3.5219698249845,-0.212752468073541,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,GBIL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-3.31920736690097,-0.00999000999000091,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,GIGB,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-4.75976474735299,-1.45054739044203,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,JMBS,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-4.07141247886219,-0.762195121951223,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,TLT,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-10,Stock,,-6.64070601214062,-3.33148865522965,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,CMBS,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-3.50242459709807,-0.193207240187104,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-12,ORCL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-38.6927333710192,-34.9818604969539,3.71087287406524
John Boozman,B001236,2025-10-10,2025-09-17,GOOGL,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-10-10,Stock,,20.5204904493163,23.949024165431,3.42853371611476
John Boozman,B001236,2025-10-10,2025-09-16,SCHP,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-4.96973396207703,-1.66051660516606,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,SHY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-3.46584386293505,-0.156626506024091,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,IEF,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-10-10,Stock,,-4.34831200711673,-1.03909465020577,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-16,IEI,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-10-10,Stock,,-3.89225916933809,-0.583041812427122,3.30921735691096
John Boozman,B001236,2025-10-10,2025-09-12,ETN,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-12.9811653036908,-9.27029242962557,3.71087287406524
John Boozman,B001236,2025-10-10,2025-09-04,ADBE,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-10-10,Stock,,-1.55542885046706,3.52008364555197,5.07551249601904
John Hickenlooper,H000273,2025-10-06,2025-09-02,INTU,BUY,"$100,001 - $250,000",Senate,100001.0,D,2025-10-06,Stock,,-5.13225077728593,1.34971827368993,6.48196905097586
John Hickenlooper,H000273,2025-10-06,2025-09-02,PANW,BUY,"$100,001 - $250,000",Senate,100001.0,D,2025-10-06,Stock,,-5.86786029598951,0.614108754986347,6.48196905097586
John Hickenlooper,H000273,2025-10-06,2025-09-02,PEP,SELL,"$100,001 - $250,000",Senate,100001.0,D,2025-10-06,Stock,,-6.23576197085874,0.246207080117118,6.48196905097586
Shelley Moore Capito,C001047,2025-10-05,2025-09-18,AAPL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-05,Stock,,14.0388920846441,16.9833529510678,2.94446086642361
Shelley Moore Capito,C001047,2025-10-05,2025-09-18,MSFT,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-05,Stock,,-8.82901195305947,-5.88455108663586,2.94446086642361
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,NVDA,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-10-03,Stock,,-3.11815492873486,1.95735756728417,5.07551249601904
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,AAPL,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-10-03,Stock,,10.9808725235822,16.0563850196013,5.07551249601904
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,AMGN,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-10-03,Stock,,8.36254534046793,13.438057836487,5.07551249601904
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,VZ,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-10-03,Stock,,-12.5223210066573,-7.4468085106383,5.07551249601904
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,HON,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-10-03,Stock,,-15.0680761695643,-9.99256367354527,5.07551249601904
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,MSFT,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-10-03,Stock,,-10.871130347467,-5.79561785144793,5.07551249601904
